A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
A,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
A,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
A,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
A,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
A,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
A,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1
A,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1
A,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1
A,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1
A,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
A,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
A,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
A,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
A,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
A,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
A,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
A,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
A,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
A,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
A,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
A,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
A,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
A,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
A,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
A,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
A,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
A,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
A,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
E,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
